242,89,1,0,0.6053207,11.10319
242,91,1,0,0.5352876,11.10319
242,92,1,0,0.5820557,11.10319
242,93,1,0,0.6133204,11.10319
347,89,1,0,0.5058879,10.54283
347,91,1,0,0.4229832,10.54283
347,92,1,0,0.4240251,10.54283
347,93,1,0,0.5008468,10.54283
505,89,1,0,0.61925,10.59754
505,91,0,0,0.5438215,10.59754
505,92,1,0,0.5504931,10.59754
505,93,1,0,0.557617,10.59754
507,89,1,1,0.7747824,10.88066
507,91,1,1,0.7515932,10.88066
507,92,1,1,0.8761424,10.88066
507,93,1,1,0.8791574,10.88066
707,89,0,0,0.3936719,8.404472
707,91,1,0,0.2745175,8.404472
707,92,0,0,0.2448001,8.404472
707,93,1,0,0.2585807,8.404472
994,89,1,1,0.5841262,10.5955
994,91,1,1,0.5577641,10.5955
994,92,1,0,0.4294918,10.5955
994,93,1,0,0.4622519,10.5955
1037,89,1,0,0.4639229,10.73044
1037,91,1,0,0.3936441,10.73044
1037,92,1,1,0.3691776,10.73044
1037,93,1,0,0.3450534,10.73044
1169,89,0,0,0.4329534,7.70345
1169,91,0,0,0.2935375,7.70345
1169,92,0,0,0.2606918,7.70345
1169,93,0,0,0.3453561,7.70345
1317,89,1,1,0.3178243,10.23087
1317,91,1,1,0.4566495,10.23087
1317,92,1,1,0.5166305,10.23087
1317,93,0,1,0.5281032,10.23087
1360,89,0,0,0.2306476,10.42864
1360,91,0,0,0.2957604,10.42864
1360,92,0,0,0.2934633,10.42864
1360,93,0,0,0.2467127,10.42864
1464,89,1,0,0.4481357,12.90707
1464,91,0,0,0.135499,12.90707
1464,92,0,0,0.1719694,12.90707
1464,93,0,0,0.2155709,12.90707
1585,89,1,1,1.075753,13.79884
1585,91,1,1,1.131645,13.79884
1585,92,1,1,1.253181,13.79884
1585,93,1,1,1.185574,13.79884
1649,89,0,0,0.363372,8.417594
1649,91,0,0,0.169481,8.417594
1649,92,0,0,-0.093748,8.417594
1649,93,0,0,0.0278477,8.417594
1681,89,0,0,0.2815791,9.079883
1681,91,0,0,0.2682405,9.079883
1681,92,0,0,0.2748271,9.079883
1681,93,0,0,0.2672645,9.079883
2547,89,0,0,0.3566909,7.271704
2547,91,0,0,0.3101424,7.271704
2547,92,0,0,0.3530245,7.271704
2547,93,0,0,0.3034623,7.271704
2695,89,0,0,0.3194976,5.937536
2695,91,0,0,0.2739435,5.937536
2695,92,0,0,0.2919669,5.937536
2695,93,0,0,0.322698,5.937536
2736,89,1,0,0.4155974,9.715126
2736,91,1,0,0.3739352,9.715126
2736,92,1,0,0.3509763,9.715126
2736,93,1,0,0.3577434,9.715126
2814,89,1,1,0.5232168,12.57782
2814,91,0,0,0.590552,12.57782
2814,92,0,1,0.6597188,12.57782
2814,93,1,1,0.6766815,12.57782
2815,89,1,0,0.5494441,10.64105
2815,91,1,0,0.6556004,10.64105
2815,92,1,0,0.7035707,10.64105
2815,93,1,0,0.7209969,10.64105
2832,89,0,0,0.4235345,7.754683
2832,91,0,0,0.1824773,7.754683
2832,92,0,0,0.2902526,7.754683
2832,93,0,0,0.2761905,7.754683
3226,89,0,0,0.4019868,8.83215
3226,91,0,0,0.5338603,8.83215
3226,92,0,0,0.5854941,8.83215
3226,93,0,0,0.3443659,8.83215
3448,89,1,0,0.7461392,10.45283
3448,91,1,0,0.7806848,10.45283
3448,92,1,0,0.6705171,10.45283
3448,93,1,0,0.6323853,10.45283
3815,89,1,0,0.9012074,13.78491
3815,91,1,0,0.9393056,13.78491
3815,92,1,1,0.9662824,13.78491
3815,93,1,1,0.9357045,13.78491
4023,89,0,0,0.5959746,10.13153
4023,91,0,0,0.4062563,10.13153
4023,92,0,0,0.3361445,10.13153
4023,93,0,0,0.231448,10.13153
4240,89,1,1,0.70698,11.97193
4240,91,0,1,0.610655,11.97193
4240,92,0,1,0.6416522,11.97193
4240,93,0,0,0.6272047,11.97193
4351,89,0,0,0.531786,9.249598
4351,91,1,0,0.5775263,9.249598
4351,92,1,0,0.5917777,9.249598
4351,93,0,0,0.5962904,9.249598
4389,89,0,0,0.2071881,6.35437
4389,91,0,0,0.1476457,6.35437
4389,92,0,0,0.1007208,6.35437
4389,93,0,0,0.175612,6.35437
4412,89,1,1,0.9227712,12.14635
4412,91,1,1,1.009829,12.14635
4412,92,1,1,1.020644,12.14635
4412,93,1,1,0.995322,12.14635
4496,89,1,0,0.7324576,10.82835
4496,91,1,0,0.6003653,10.82835
4496,92,1,0,0.5333455,10.82835
4496,93,1,0,0.5125613,10.82835
4616,89,0,0,0.6238232,10.65503
4616,91,0,0,0.5137284,10.65503
4616,92,0,0,0.5184677,10.65503
4616,93,1,0,0.484243,10.65503
4657,89,1,1,0.9523033,11.89784
4657,91,1,1,0.7943506,11.89784
4657,92,1,1,0.7759966,11.89784
4657,93,1,1,0.7450825,11.89784
4855,89,0,0,0.2199403,9.694735
4855,91,0,0,0.2823123,9.694735
4855,92,0,0,0.1449894,9.694735
4855,93,0,0,0.0488973,9.694735
4899,89,1,1,0.7610564,14.75063
4899,91,1,1,0.6913105,14.75063
4899,92,1,1,0.7125402,14.75063
4899,93,1,1,0.8288295,14.75063
4990,89,0,0,0.4588715,8.135805
4990,91,0,1,0.3578798,8.135805
4990,92,0,0,0.2946175,8.135805
4990,93,0,0,0.1646799,8.135805
5100,89,1,1,0.7923341,13.02727
5100,91,1,1,0.830673,13.02727
5100,92,1,1,0.7900231,13.02727
5100,93,1,1,0.7609336,13.02727
5247,89,0,0,0.0832821,7.834192
5247,91,0,0,0.3232329,7.834192
5247,92,0,0,0.0848974,7.834192
5247,93,0,0,0.4782723,7.834192
5445,89,0,0,0.2645083,7.903096
5445,91,0,0,0.3131,7.903096
5445,92,1,0,0.3828329,7.903096
5445,93,1,0,0.3805581,7.903096
5523,89,1,0,0.2900515,10.12595
5523,91,1,0,0.2911553,10.12595
5523,92,1,0,0.2793922,10.12595
5523,93,1,0,0.2928054,10.12595
5652,89,1,0,0.4953862,9.749912
5652,91,1,0,0.4236324,9.749912
5652,92,1,0,0.3799274,9.749912
5652,93,1,1,0.6132703,9.749912
5784,89,1,0,0.6226737,10.19722
5784,91,1,0,0.5875894,10.19722
5784,92,1,0,0.6177114,10.19722
5784,93,1,1,0.6410785,10.19722
